"Time","MMSE"
62.61,12.771841794845
62.62,12.7701951088568
62.63,12.768549584503
62.64,12.7669067608147
62.65,12.7652639371264
62.66,12.7636211134381
62.67,12.7619782897497
62.68,12.7603354660614
62.69,12.7586926423731
62.7,12.7570498186848
62.71,12.7554069949965
62.72,12.7537641713082
62.73,12.7521213476199
62.74,12.7504785239316
62.75,12.7488357002433
62.76,12.7471958619891
62.77,12.7455569095654
62.78,12.7439179571416
62.79,12.7422790047178
62.8,12.740640052294
62.81,12.7390010998703
62.82,12.7373621474465
62.83,12.7357231950227
62.84,12.7340842425989
62.85,12.7324452901751
62.86,12.7308063377514
62.87,12.7291673853276
62.88,12.7275293703171
62.89,12.7258942980163
62.9,12.7242592257155
62.91,12.7226241534147
62.92,12.7209890811139
62.93,12.7193540088131
62.94,12.7177189365123
62.95,12.7160838642115
62.96,12.7144487919107
62.97,12.7128137196099
62.98,12.711178647309
62.99,12.7095435750082
63,12.7079085027074
63.01,12.7062761993222
63.02,12.7046450158967
63.03,12.7030138324711
63.04,12.7013826490455
63.05,12.6997514656199
63.06,12.6981202821943
63.07,12.6964890987687
63.08,12.6948579153431
63.09,12.6932267319175
63.1,12.6915955484919
63.11,12.6899643650663
63.12,12.6883331816407
63.13,12.6867027092206
63.14,12.6850754233162
63.15,12.6834481374118
63.16,12.6818208515074
63.17,12.680193565603
63.18,12.6785662796987
63.19,12.6769389937943
63.2,12.6753117078899
63.21,12.6736844219855
63.22,12.6720571360811
63.23,12.6704298501767
63.24,12.6688025642723
63.25,12.6671752783679
63.26,12.6655505424991
63.27,12.6639271626557
63.28,12.6623037828122
63.29,12.6606804029687
63.3,12.6590570231252
63.31,12.6574336432817
63.32,12.6558102634383
63.33,12.6541868835948
63.34,12.6525635037513
63.35,12.6509401239078
63.36,12.6493167440643
63.37,12.6476933642209
63.38,12.6460704668638
63.39,12.6444510015147
63.4,12.6428315361655
63.41,12.6412120708164
63.42,12.6395926054672
63.43,12.6379731401181
63.44,12.6363536747689
63.45,12.6347342094197
63.46,12.6331147440706
63.47,12.6314952787214
63.48,12.6298758133723
63.49,12.6282563480231
63.5,12.626636882674
63.51,12.6250197461943
63.52,12.6234042036665
63.53,12.6217886611388
63.54,12.620173118611
63.55,12.6185575760833
63.56,12.6169420335555
63.57,12.6153264910278
63.58,12.6137109485
63.59,12.6120954059723
63.6,12.6104798634445
63.61,12.6088643209168
63.62,12.607248778389
63.63,12.6056334877928
63.64,12.6040218763072
63.65,12.6024102648216
63.66,12.600798653336
63.67,12.5991870418504
63.68,12.5975754303648
63.69,12.5959638188792
63.7,12.5943522073936
63.71,12.5927405959079
63.72,12.5911289844223
63.73,12.5895173729367
63.74,12.5879057614511
63.75,12.5862941499655
63.76,12.5846846439725
63.77,12.5830769716434
63.78,12.5814692993143
63.79,12.5798616269852
63.8,12.5782539546561
63.81,12.576646282327
63.82,12.5750386099979
63.83,12.5734309376688
63.84,12.5718232653397
63.85,12.5702155930107
63.86,12.5686079206816
63.87,12.5670002483525
63.88,12.5653925954398
63.89,12.5637888702753
63.9,12.5621851451107
63.91,12.5605814199461
63.92,12.5589776947816
63.93,12.557373969617
63.94,12.5557702444525
63.95,12.5541665192879
63.96,12.5525627941234
63.97,12.5509590689588
63.98,12.5493553437943
63.99,12.5477516186297
64,12.5461478934652
64.01,12.544546048281
64.02,12.5429462781827
